location_id,latitude,longitude
1,-78.43743400159288,-35.32297985543073
2,23.914923844124985,-33.267563684826854
3,-46.99815323664222,27.044532531761007
4,-18.764152052359094,6.194735886752056
5,-64.11514808227696,-122.38949768675408
6,-82.99291816855853,52.87252625066071
7,-46.3639834062411,-129.58994176264127
8,66.17656417115549,177.97576060815294
9,-87.39410562236023,65.4126432804228
10,-29.18310999258763,-12.856742032497095
11,15.074451983333915,-128.23471275352568
12,-45.92255693348208,29.8557158269152
13,-67.74141687615206,12.870126152310206
14,-68.10052581723649,119.3381134406967
15,-31.794724546694077,-21.473546836966364
16,-31.766573923364028,-77.9537427563305
17,44.775611375362956,-115.23630467816312
18,-24.48423223665867,-112.52054795079331
19,-10.728014324646352,-115.2794753943125
20,-18.89875452502966,-154.10108345424374
21,17.20094484067333,-83.62593821528954
22,52.7280580770167,-136.42087029434282
23,-62.90439680107103,-29.468473203362777
24,36.426457050864784,120.70030244530642
25,49.28147666990276,-28.892445646771478
26,4.141723456082289,33.58885017446454
27,-72.08662959230575,110.4722452724892
28,-20.63798460867686,175.853209175737
29,-19.633237711628936,-37.60244991060182
30,85.53304953531975,55.256142646461285
31,86.584513676835,-23.83415630918634
32,11.920559971901838,0.05815592753529586
33,74.07848548874736,145.02824163136216
34,-30.493539234565283,-120.58624571557351
35,-11.908182519357226,-139.03508917980253
36,5.202935994840175,-176.16833252122927
37,-5.492235903052062,126.45585908446805
38,-28.055546136061373,37.97460163574743
39,-76.65146241849867,-157.81182137700097
40,54.2761538390418,-160.5122976849452
41,-38.576482634332,33.525204815760475
42,40.23541070794269,123.86658680308722
43,79.90058040121872,-114.61653387719696
44,19.162923488170406,-89.3066240403474
45,36.85416216028966,-96.43529396569714
46,-31.236245051063456,22.36923038239243
47,-64.91586129475859,-63.10947953754308
48,-27.1614073408316,-135.6038731113947
49,-58.3209718044031,-42.48340310782734
50,-24.99362616613915,36.06319111860995
51,49.44890497467469,63.71322002591805
52,66.05231857415009,50.4454933071834
53,-13.612611956898164,160.1148822331632
54,60.149549048404566,86.85985037381175
55,-33.12064963985632,77.04642588581692
56,-58.73777409636891,50.858861666716024
57,53.16027623861851,1.4055459996121442
58,-38.17937526972933,152.43432539276205
59,-12.32484788309813,-41.06720220739615
60,-39.2925451724997,-97.95258099123637
61,19.15474017308712,-34.21434905183571
62,13.689818887370109,124.5400842987728
63,18.44242056584136,-127.11787839379953
64,30.617459745237923,-16.5110338417947
65,61.92033786055859,127.30185299260944
66,-69.16240491692682,86.30443870490649
67,-38.74922100992572,-136.9670814389066
68,-88.85359957833542,-46.74148935885174
69,32.422021150057844,-123.42403930615131
70,75.22251523657678,174.19320428404262
71,70.58664266839105,-23.911229226233644
72,67.71958997256519,-126.57154734574898
73,26.62246690118708,175.97582269360208
74,-42.06075452718386,-152.1934638239235
75,-7.509055305474774,-116.57444515013026
76,54.87825623192799,-169.7586585534108
77,-70.81991341968842,-166.74180609977472
78,8.308233522438783,65.5153152943767
79,4.046721766246591,-119.79360334838378
80,47.88204727262692,-64.05873089735188
81,-6.422078456705876,80.21237170358705
82,-24.657232169214637,-80.82354244338588
83,38.176886491463364,2.9768215468518235
84,-10.65422928095397,-125.40393117335557
85,1.3375063194874173,12.319919812915401
86,80.97002336720763,-72.88732738628605
87,86.43911099351246,1.770019483141624
88,-47.38093296417406,80.27091167467864
89,83.77997184748381,77.66356134246837
90,-24.9870195823882,6.691184743840694
91,15.486207698553628,-128.03804492680126
92,-83.69595525966449,61.92819186617433
93,24.4012316532352,-145.8894189350008
94,-54.59597203208721,153.58802445401363
95,30.735835596028608,-17.461282927589963
96,-57.17241012672007,-13.35672575285335
97,-13.804216052977495,98.68530491529617
98,72.47750886557984,79.36035092481848
99,-55.29662600857904,33.54552952312861
100,-69.93961297676577,27.64878160405982
101,57.481441990927976,129.6611735943256
102,13.296365586795105,31.379741111740202
103,-4.1508456335891,-122.83630028189532
104,13.56851188980822,9.5095816743125
105,-32.59277489348145,-107.30930614272818
106,-76.61838017831269,63.447210971337825
107,86.07519088946171,177.9153734736866
108,-24.29082712109117,-175.22245558443865
109,19.517963133048255,-70.05493231671618
110,23.967320710229387,18.39156004451064
111,-55.13657170508895,-148.70349507189755
112,3.6963290016857258,104.60887098151619
113,-17.15509109074172,28.770871210030577
114,34.39579949759052,-132.47007383926382
115,-51.54720356755122,-64.795218128522
116,44.17723610734774,-9.146931456552807
117,51.192885035967976,-115.9517849484575
118,84.06888674209608,-100.08478443119236
119,-38.92832202309854,66.44858503321757
120,74.78648754510468,-123.82543029385448
